2025-05-17 18:24:10,684 - INFO - Simple Controller Server starting up...
2025-05-17 18:24:10,685 - INFO - Press Ctrl+C to exit
2025-05-17 18:24:10,687 - INFO - UDP server listening on 0.0.0.0:9001
2025-05-17 18:24:10,687 - INFO - TCP server started on 0.0.0.0:9001
2025-05-17 18:36:37,566 - INFO - Received: CONNECT:player1
2025-05-17 18:36:37,566 - WARNING - Invalid coordinate format: player1
2025-05-17 18:36:37,566 - INFO - Received: REGISTER:player1
2025-05-17 18:36:37,566 - WARNING - Invalid coordinate format: player1
2025-05-17 18:36:54,222 - INFO - Received: player1:STICK_DIR_btnA:0.0,0.0
2025-05-17 18:36:54,224 - WARNING - Unknown coordinate command: STICK_DIR_btnA
2025-05-17 18:37:08,108 - INFO - Received: player1:STICK_DIR_touchpad_1747525018550:0.0,0.0
2025-05-17 18:37:08,112 - WARNING - Unknown coordinate command: STICK_DIR_touchpad_1747525018550
2025-05-17 18:37:12,143 - INFO - Received: player1:STICK_DIR_touchpad_1747525018550:0.0,0.0
2025-05-17 18:37:12,143 - WARNING - Unknown coordinate command: STICK_DIR_touchpad_1747525018550
2025-05-17 18:37:15,984 - INFO - Received: CONNECT:player1
2025-05-17 18:37:15,984 - WARNING - Invalid coordinate format: player1
2025-05-17 18:37:15,984 - INFO - Received: REGISTER:player1
2025-05-17 18:37:15,984 - WARNING - Invalid coordinate format: player1
2025-05-17 18:37:20,383 - INFO - Received: player1:TOUCHPAD:0.0,0.2
2025-05-17 18:37:20,385 - INFO - Received: player1:TOUCHPAD:0.0,0.2
2025-05-17 18:37:20,385 - INFO - Received: player1:TOUCHPAD:0.0,0.2
2025-05-17 18:37:20,393 - INFO - Received: player1:TOUCHPAD:0.0,0.2
2025-05-17 18:37:20,422 - INFO - Received: player1:TOUCHPAD:0.0,0.1
2025-05-17 18:37:20,462 - INFO - Received: player1:TOUCHPAD:0.0,0.1
2025-05-17 18:37:20,533 - INFO - Received: player1:TOUCHPAD:-0.0,0.1
2025-05-17 18:37:20,598 - INFO - Received: player1:TOUCHPAD:-0.0,0.1
2025-05-17 18:37:20,599 - INFO - Received: player1:TOUCHPAD:-0.0,0.0
2025-05-17 18:37:20,617 - INFO - Received: player1:TOUCHPAD:-0.0,0.0
2025-05-17 18:37:20,639 - INFO - Received: player1:TOUCHPAD:-0.1,0.0
2025-05-17 18:37:20,653 - INFO - Received: player1:TOUCHPAD:-0.1,0.0
2025-05-17 18:37:20,697 - INFO - Received: player1:TOUCHPAD:-0.1,0.0
2025-05-17 18:37:20,698 - INFO - Received: player1:TOUCHPAD:-0.2,0.0
2025-05-17 18:37:20,704 - INFO - Received: player1:TOUCHPAD:-0.2,0.0
2025-05-17 18:37:20,718 - INFO - Received: player1:TOUCHPAD:-0.2,0.0
2025-05-17 18:37:20,736 - INFO - Received: player1:TOUCHPAD:-0.2,-0.0
2025-05-17 18:37:20,770 - INFO - Received: player1:TOUCHPAD:-0.3,-0.0
2025-05-17 18:37:20,806 - INFO - Received: player1:TOUCHPAD:-0.3,-0.0
2025-05-17 18:37:20,920 - INFO - Received: player1:TOUCHPAD:-0.3,-0.0
2025-05-17 18:37:20,972 - INFO - Received: player1:TOUCHPAD:-0.3,-0.0
2025-05-17 18:37:21,004 - INFO - Received: player1:TOUCHPAD:-0.3,-0.1
2025-05-17 18:37:21,029 - INFO - Received: player1:TOUCHPAD:-0.3,-0.1
2025-05-17 18:37:21,047 - INFO - Received: player1:TOUCHPAD:-0.3,-0.2
2025-05-17 18:37:21,070 - INFO - Received: player1:TOUCHPAD:-0.3,-0.2
2025-05-17 18:37:21,086 - INFO - Received: player1:TOUCHPAD:-0.3,-0.2
2025-05-17 18:37:21,096 - INFO - Received: player1:TOUCHPAD:-0.3,-0.2
2025-05-17 18:37:21,113 - INFO - Received: player1:TOUCHPAD:-0.3,-0.3
2025-05-17 18:37:21,128 - INFO - Received: player1:TOUCHPAD:-0.3,-0.3
2025-05-17 18:37:21,147 - INFO - Received: player1:TOUCHPAD:-0.3,-0.3
2025-05-17 18:37:21,163 - INFO - Received: player1:TOUCHPAD:-0.3,-0.3
2025-05-17 18:37:21,185 - INFO - Received: player1:TOUCHPAD:-0.3,-0.3
2025-05-17 18:37:21,194 - INFO - Received: player1:TOUCHPAD:-0.3,-0.4
2025-05-17 18:37:21,213 - INFO - Received: player1:TOUCHPAD:-0.3,-0.4
2025-05-17 18:37:21,222 - INFO - Received: player1:TOUCHPAD:-0.3,-0.4
2025-05-17 18:37:21,227 - INFO - Received: player1:TOUCHPAD:-0.3,-0.4
2025-05-17 18:37:21,237 - INFO - Received: player1:TOUCHPAD:-0.3,-0.5
2025-05-17 18:37:21,246 - INFO - Received: player1:TOUCHPAD:-0.3,-0.5
2025-05-17 18:37:21,253 - INFO - Received: player1:TOUCHPAD:-0.3,-0.5
